molecule_chembl_id,canonical_smiles,log_IC50,activity_class,mol,MW,LogP,HBD,HBA
CHEMBL335184,CC(=O)CCN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,8.431798275933005,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d540>,547.5580000000002,4.177700000000003,1,6
CHEMBL341256,CNC(=O)CN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,8.744727494896694,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d1c0>,548.5460000000003,2.944600000000001,2,6
CHEMBL134124,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(CC(=O)N(C)C)C1=O,8.259637310505756,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e0a0>,562.5730000000002,3.2868000000000013,1,6
CHEMBL337670,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCC(=O)N3)c2ccccc2N(C)C1=O,6.997402019280091,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8c820>,516.5480000000002,3.9844000000000026,2,4
CHEMBL132670,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCCC3=O)c2ccccc2N(C)C1=O,8.657577319177793,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ceb0>,515.5600000000003,4.618700000000004,1,4
CHEMBL133820,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCNC3=O)c2ccccc2N(C)C1=O,9.522878745280337,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cac0>,516.5480000000002,3.385600000000002,2,4
CHEMBL335994,COC(=O)CN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,7.896196279044043,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cf90>,549.5300000000003,3.3716000000000017,1,7
CHEMBL341257,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCCO3)c2ccccc2N(C)C1=O,8.327902142064282,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ccf0>,505.5210000000003,3.8709000000000024,1,5
CHEMBL18997,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C,5.301029995663981,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dcb0>,458.5990000000001,3.219800000000001,3,5
CHEMBL283326,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(F)c1,6.036212172654444,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d8c0>,478.6050000000002,3.2783000000000015,3,5
CHEMBL418184,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)C1(c2ccccc2)CC1)C(C)C,4.6020599913279625,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8de00>,472.6260000000002,3.2382000000000026,3,5
CHEMBL19800,CCCC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,6.236572006437063,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cc10>,438.6530000000002,4.1388000000000025,3,4
CHEMBL19863,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.045757490560675,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cf20>,430.5890000000001,3.1651000000000007,3,4
CHEMBL279175,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,6.3979400086720375,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d0e0>,506.6870000000004,4.387900000000004,3,4
CHEMBL19741,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,6.522878745280337,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d3f0>,486.69700000000034,4.581400000000003,3,4
CHEMBL273785,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,5.823908740944319,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dd20>,440.6250000000002,3.332700000000001,3,5
CHEMBL280233,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)C(C)C,6.259637310505756,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d930>,438.6530000000003,3.9947000000000026,3,4
CHEMBL19244,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,6.7447274948966935,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dc40>,466.56900000000013,3.4433000000000016,3,4
CHEMBL19645,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,6.346787486224656,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d230>,496.5950000000002,3.4174000000000015,3,5
CHEMBL19213,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)Cc1ccccc1)C(C)C,5.468521082957745,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d460>,446.58800000000014,2.749100000000001,3,5
CHEMBL18926,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,5.795880017344075,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8c970>,460.6150000000002,3.1392000000000007,3,5
CHEMBL428361,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)O,4.823908740944319,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dee0>,432.5610000000003,2.6607000000000007,4,4
CHEMBL19664,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)Cc1ccccc1F)C(C)C,4.769551078621726,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8c9e0>,464.57800000000015,2.888200000000001,3,5
CHEMBL19291,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](NC(=O)Cc1ccccc1)C(C)C,4.6020599913279625,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d690>,446.58800000000014,2.749100000000001,3,5
CHEMBL19563,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,6.2076083105017466,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8df50>,410.59900000000016,3.358600000000002,3,4
CHEMBL19423,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1,4.823908740944319,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8c900>,494.6320000000002,3.3358000000000008,3,5
CHEMBL280920,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)c1ccccc1,6.045757490560675,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dfc0>,492.66000000000037,4.459000000000004,3,4
CHEMBL280702,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(F)cc1,5.7447274948966935,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d7e0>,478.6050000000002,3.2783000000000007,3,5
CHEMBL18705,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)c1ccccc1,5.346787486224656,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cba0>,472.6700000000003,4.652500000000004,3,4
CHEMBL282249,CCCC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.221848749616356,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8de70>,458.64300000000014,3.9453000000000022,3,4
CHEMBL19749,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)C(=O)c1ccccc1)C(C)C,5.481486060122113,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d380>,460.57100000000014,2.3893000000000004,3,6
CHEMBL280199,CC(C)C[C@H](NC(=O)Cc1cccc(F)c1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,6.3979400086720375,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d070>,524.6770000000004,4.527000000000005,3,4
CHEMBL19901,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,4.6020599913279625,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d620>,432.5610000000001,2.8202000000000007,3,5
CHEMBL19616,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,6.795880017344075,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e1f0>,542.6670000000004,4.666100000000005,3,4
CHEMBL118108,COc1cc(CC(=O)N[C@@H](C)C(=O)NC2C(=O)N(C)N(C(C)C)C(=O)c3ccccc32)cc(OC)c1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d700>,496.5640000000003,1.8461000000000016,2,6
CHEMBL332071,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccnc2)C(=O)N1C,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d5b0>,437.50000000000017,1.2238999999999989,2,5
CHEMBL417588,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,8.221848749616356,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d850>,507.66600000000017,4.751900000000004,2,3
CHEMBL333710,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccsc2)C(=O)N1C,7.853871964321762,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d770>,442.54100000000017,1.8903999999999992,2,5
CHEMBL118469,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,7.431798275933005,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8da10>,514.5730000000002,3.133300000000002,2,4
CHEMBL291976,CC(C)C[C@H](NC(=O)[C@@H](O)c1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.1487416512809245,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d9a0>,396.4870000000001,2.0254000000000008,4,4
CHEMBL115852,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccc(F)c2)C(=O)N1C,7.2441251443275085,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8da80>,454.5020000000002,1.967999999999999,2,4
CHEMBL58925,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)c1ccccc1,9.0,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d150>,487.6850000000001,3.9646000000000026,3,4
CHEMBL119757,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccncc2)C(=O)N1C,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8db60>,437.50000000000017,1.2238999999999989,2,5
CHEMBL421236,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,7.119186407719209,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8daf0>,463.4840000000002,3.512900000000002,2,3
CHEMBL118450,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cc(F)cc(F)c2)C(=O)N1C,7.327902142064283,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e110>,472.4920000000002,2.1070999999999995,2,4
CHEMBL117056,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1N=C(c2ccccc2)c2ccccc2N(C)C1=O,6.6777807052660805,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8dbd0>,490.5100000000002,2.968300000000001,2,4
CHEMBL332885,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccoc2)C(=O)N1C,7.42021640338319,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8d000>,426.4730000000002,1.4218999999999993,2,5
CHEMBL119353,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)C(c2ccccc2)=NC1(C)C,5.823908740944319,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cb30>,498.5740000000002,3.2204000000000015,2,4
CHEMBL119059,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccccc2)C(=O)N1C,6.853871964321762,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8cc80>,436.51200000000017,1.828899999999999,2,4
CHEMBL332977,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)CC2CCCCC2)C(=O)N1C,6.823908740944319,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ce40>,442.56000000000034,2.5566000000000004,2,4
CHEMBL420538,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)N1C,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8c890>,572.5060000000001,3.866500000000002,2,4
CHEMBL119657,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccco2)C(=O)N1C,7.0655015487564325,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e2d0>,426.4730000000002,1.4218999999999993,2,5
CHEMBL406322,CC(C)C[C@H](NC(=O)Cc1ccsc1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,8.397940008672037,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e260>,484.62200000000024,2.9166000000000007,2,5
CHEMBL119731,CC(C)[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,6.721246399047171,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e180>,500.5460000000002,2.7432,2,4
CHEMBL117978,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C)C(=O)c2ccccc21,8.301029995663981,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e490>,444.4380000000002,1.3284999999999996,2,4
CHEMBL261984,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccc3ccccc23)C(=O)N1C,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e340>,486.57200000000023,2.982100000000001,2,4
CHEMBL333173,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cnc(-c2ccccc2)n(C)c1=O,6.142667503568731,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e3b0>,468.50400000000013,3.4376000000000015,2,4
CHEMBL431679,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)[C@@H](O)c2cc(F)cc(F)c2)C(=O)N1C,8.301029995663981,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e420>,488.49100000000016,1.5979999999999994,3,5
CHEMBL56177,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(OC)c1,6.318758762624412,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e500>,501.7120000000002,4.482300000000003,2,4
CHEMBL57658,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(OC)cc(OC)c1,6.096910013008056,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e570>,531.7380000000003,4.4909000000000034,2,5
CHEMBL57413,CCCCN(C)C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.0,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e5e0>,471.68600000000015,4.473700000000003,2,3
CHEMBL57415,CC(C)CC[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,5.920818753952375,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e650>,458.6870000000001,5.012300000000004,3,3
CHEMBL59484,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(N)c1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e6c0>,486.7010000000002,4.055900000000001,3,4
CHEMBL418273,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC)c1ccccc1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e730>,501.71200000000016,4.618700000000003,2,4
CHEMBL299047,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)CNC(=O)Cc1cc(F)cc(F)c1,6.522878745280337,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e7a0>,451.5580000000001,3.337200000000001,2,3
CHEMBL298738,CC(C)C[C@H](NC(=O)Cc1ccc2ccccc2c1)C(=O)N[C@@H](CC1CCCCC1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,8.327902142064282,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e810>,627.8700000000002,6.500300000000008,4,4
CHEMBL56327,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(F)cc1,7.443697499232712,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e880>,489.67600000000016,4.612800000000003,2,3
CHEMBL57527,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(C)c1,6.342944147142896,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e8f0>,485.7130000000002,4.7821200000000035,2,3
CHEMBL293945,COC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.096910013008056,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e960>,416.5620000000001,3.388200000000001,2,4
CHEMBL56583,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@](C)(OC)c1ccccc1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8e9d0>,515.7390000000003,4.792800000000004,2,4
CHEMBL292225,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@](C)(OC)c1ccccc1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ea40>,515.7390000000003,4.792800000000004,2,4
CHEMBL55936,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8eab0>,507.66600000000017,4.751900000000004,2,3
CHEMBL299929,CCCCN(C)C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8eb20>,482.61600000000016,2.9105000000000016,3,4
CHEMBL299483,CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.619788758288394,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8eb90>,457.65900000000016,4.131500000000003,3,3
CHEMBL57824,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,7.769551078621726,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ec00>,471.68600000000015,4.473700000000003,2,3
CHEMBL57814,CCCCN(CC)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,7.259637310505756,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ec70>,485.7130000000002,4.863800000000004,2,3
CHEMBL293306,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(Cl)c1,7.2839966563652006,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ece0>,506.1310000000002,5.127100000000004,2,3
CHEMBL56609,CC(C)CNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.823908740944319,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ed50>,457.65900000000016,3.9874000000000027,3,3
CHEMBL57253,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1F,6.552841968657781,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8edc0>,489.67600000000016,4.612800000000003,2,3
CHEMBL291964,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(N)cc1,5.958607314841775,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ee30>,486.7010000000002,4.055900000000002,3,4
CHEMBL407129,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)C,6.991399828238082,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8eea0>,429.60500000000036,3.3034000000000017,2,3
CHEMBL417762,CCOC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,6.045757490560675,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ef10>,430.5890000000001,3.7783000000000015,2,4
CHEMBL60923,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CCCN1C(=O)Cc1cc(F)cc(F)c1,5.6020599913279625,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8ef80>,491.6230000000002,4.212000000000003,1,3
CHEMBL61039,CCCCN(C)C[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,5.769551078621726,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8eff0>,457.70300000000015,4.947100000000003,2,3
CHEMBL57525,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)Cc1ccccc1,7.4089353929735005,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8f060>,505.70300000000043,4.873800000000005,2,3
CHEMBL57146,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1,7.494850021680094,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341db8f0d0>,465.5850000000001,3.7257000000000016,2,3
CHEMBL57519,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)c1ccccc1,5.494850021680094,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8f140>,457.6590000000001,4.544800000000003,2,3
CHEMBL299703,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCc1ccccc1,6.795880017344075,active,<rdkit.Chem.rdchem.Mol object at 0x7b341db8f1b0>,485.7130000000002,4.863800000000003,2,3
